loc_id,province,district,local_level,ward_no
6060302,Karnali,Dailekh,Bhairabi Gaunpalika,2
6060304,Karnali,Dailekh,Bhairabi Gaunpalika,4
6060301,Karnali,Dailekh,Bhairabi Gaunpalika,1
6060309,Karnali,Dailekh,Bhairabi Gaunpalika,9
6060707,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,7
6060710,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,10
6060712,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,12
6060709,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,9
6060704,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,4
6060711,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,11
6060706,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,6
6060702,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,2
6060703,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,3
6060713,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,13
6060701,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,1
6060705,Karnali,Dailekh,Dullu Municipality Dullu Dailekh,5
6061002,Karnali,Dailekh,Dungeshwor Gaunpalika,2
6061006,Karnali,Dailekh,Dungeshwor Gaunpalika,6
6061005,Karnali,Dailekh,Dungeshwor Gaunpalika,5
6061001,Karnali,Dailekh,Dungeshwor Gaunpalika,1
6061008,Karnali,Dailekh,Dungeshwor Gaunpalika,8
6061104,Karnali,Dailekh,Gurans Gaupalika,4
6061103,Karnali,Dailekh,Gurans Gaupalika,3
6061105,Karnali,Dailekh,Gurans Gaupalika,5
6061101,Karnali,Dailekh,Gurans Gaupalika,1
6061102,Karnali,Dailekh,Gurans Gaupalika,2
6061107,Karnali,Dailekh,Gurans Gaupalika,7
6061108,Karnali,Dailekh,Gurans Gaupalika,8
6061106,Karnali,Dailekh,Gurans Gaupalika,6
6060804,Karnali,Dailekh,Narayan Municipality,4
6060808,Karnali,Dailekh,Narayan Municipality,8
6060201,Karnali,Dailekh,Mahabu,1
6060805,Karnali,Dailekh,Narayan Municipality,5
6060811,Karnali,Dailekh,Narayan Municipality,11
6060809,Karnali,Dailekh,Narayan Municipality,9
6060802,Karnali,Dailekh,Narayan Municipality,2
6060806,Karnali,Dailekh,Narayan Municipality,6
6060801,Karnali,Dailekh,Narayan Municipality,1
6060803,Karnali,Dailekh,Narayan Municipality,3
6060807,Karnali,Dailekh,Narayan Municipality,7
6060109,Karnali,Dailekh,Naumule Gaunpalika,9
6060102,Karnali,Dailekh,Naumule Gaunpalika,2
6060105,Karnali,Dailekh,Naumule Gaunpalika,5
6060107,Karnali,Dailekh,Naumule Gaunpalika,7
6060103,Karnali,Dailekh,Naumule Gaunpalika,3
6060101,Karnali,Dailekh,Naumule Gaunpalika,1
6060106,Karnali,Dailekh,Naumule Gaunpalika,6
6060108,Karnali,Dailekh,Naumule Gaunpalika,8
6060403,Karnali,Dailekh,Thantikandh Rural Municipality,3
6060406,Karnali,Dailekh,Thantikandh Rural Municipality,6
6060404,Karnali,Dailekh,Thantikandh Rural Municipality,4
6060409,Karnali,Dailekh,Thantikandh Rural Municipality,9
6060402,Karnali,Dailekh,Thantikandh Rural Municipality,2
6060408,Karnali,Dailekh,Thantikandh Rural Municipality,8
6060407,Karnali,Dailekh,Thantikandh Rural Municipality,7
6060401,Karnali,Dailekh,Thantikandh Rural Municipality,1
6060405,Karnali,Dailekh,Thantikandh Rural Municipality,5
6060104,Karnali,Dailekh,Naumule Gaunpalika,4
6060202,Karnali,DAILEKH,Mahabu Rural Municipality,2
6060205,Karnali Province,Dailekh,Mahabu Rural Municipality,5
6060308,Karnali,Dailekh,Bhairabi Gaunpalika,8
6060306,Karnali,Dailekh,Bhairabi Gaunpalika,6
6060307,Karnali,Dailekh,Bhairabi Gaunpalika,7
6060303,Karnali,Dailekh,Bhairabi Gaunpalika,3
6060305,Karnali,Dailekh,Bhairabi Gaunpalika,5
6060301,Karnali Province,Dailekh,Bhairabi Rural Municipality,1
6060700,Karnali Province,Dailekh,Dullu Municipality,0
6060100,Karnali,DAILEKH,Naumule Rural Municipality,0
6060203,Karnali,DAILEKH,Mahabu Rural Municipality,3
6060209,Karnali,DAILEKH,Mahabu Rural Municipality,9
6060206,Karnali Province,Dailekh,Mahabu Rural Municipality,6
6060810,Karnali,DAILEKH,Narayan Municipality,10
1130615,Koshi,SUNSARI,Itahari Sub Metropolitan City,15
1130616,Koshi,SUNSARI,Itahari Sub Metropolitan City,16
1130614,Koshi,SUNSARI,Itahari Sub Metropolitan City,14
1130602,Province 1,Sunsari,Itahari Sub Metropolitan City,2
1130607,Koshi,SUNSARI,Itahari Sub Metropolitan City,7
1130608,Province 1,Sunsari,Itahari Sub Metropolitan City,8
1130205,Koshi,Sunsari,Barahkshetra Municipality,5
1130203,Koshi,Sunsari,Barahkshetra Municipality,3
1130209,Koshi,Sunsari,Barahkshetra Municipality,9
1130210,Koshi,Sunsari,Barahkshetra Municipality,10
1130204,Koshi,Sunsari,Barahkshetra Municipality,4
1130208,Koshi,Sunsari,Barahkshetra Municipality,8
1130211,Koshi,Sunsari,Barahkshetra Municipality,11
1130207,Koshi,Sunsari,Barahkshetra Municipality,7
1131204,Koshi,SUNSARI,Barju Rural Municipality,4
1131206,Koshi,SUNSARI,Barju Rural Municipality,6
1131203,Koshi,SUNSARI,Barju Rural Municipality,3
1131201,Province 1,Sunsari,Barju Rural Municipality,1
1131207,Province 1,Sunsari,Barju Rural Municipality,7
1131205,Koshi,Sunsari,Barju Rural Municipality,5
6060207,Karnali,DAILEKH,Mahabu Rural Municipality,7
6060204,Karnali Province,Dailekh,Mahabu Rural Municipality,4
6060400,Karnali,DAILEKH,Thantikandh Rural Municipality,0
1130406,Koshi,Sunsari,Bhokraha Narsing Gaunpalika,6
1130404,Koshi,Sunsari,Bhokraha Narsing Gaunpalika,4
1130802,Koshi,SUNSARI,Gadhi Rural Municipality,2
1131104,Koshi,Sunsari,Dewanganj Rural Municipality,4
1131101,Koshi,Sunsari,Dewanganj Rural Municipality,1
1131107,Koshi,Sunsari,Dewanganj Rural Municipality,7
1131105,Koshi,Sunsari,Dewanganj Rural Municipality,5
1131102,Koshi,Sunsari,Dewanganj Rural Municipality,2
1131106,Koshi,Sunsari,Dewanganj Rural Municipality,6
1131103,Koshi,Sunsari,Dewanganj Rural Municipality,3
6060500,Karnali,DAILEKH,Aathabis Municipality,0
6060106,Karnali,DAILEKH,Naumule Rural Municipality,6
1130909,Koshi,SUNSARI,Inaruwa Municipality,9
1130901,Koshi,SUNSARI,Inaruwa Municipality,1
1130902,Province 1,Sunsari,Inaruwa Municipality,2
1130905,Koshi,SUNSARI,Inaruwa Municipality,5
1130120,Koshi,Sunsari,Dharan Sub Metropolitan City,20
1130117,Koshi,Sunsari,Dharan Sub Metropolitan City,17
1130115,Koshi,Sunsari,Dharan Sub Metropolitan City,15
1130103,Koshi,Sunsari,Dharan Sub Metropolitan City,3
1130109,Koshi,Sunsari,Dharan Sub Metropolitan City,9
1130110,Koshi,Sunsari,Dharan Sub Metropolitan City,10
1130104,Koshi,Sunsari,Dharan Sub Metropolitan City,4
1130106,Koshi,Sunsari,Dharan Sub Metropolitan City,6
1130105,Koshi,Sunsari,Dharan Sub Metropolitan City,5
1130113,Koshi,Sunsari,Dharan Sub Metropolitan City,13
1130116,Koshi,Sunsari,Dharan Sub Metropolitan City,16
1130118,Koshi,Sunsari,Dharan Sub Metropolitan City,18
1130102,Koshi,Sunsari,Dharan Sub Metropolitan City,2
1130101,Koshi,Sunsari,Dharan Sub Metropolitan City,1
1130108,Koshi,Sunsari,Dharan Sub Metropolitan City,8
1130112,Koshi,Sunsari,Dharan Sub Metropolitan City,12
1130111,Koshi,Sunsari,Dharan Sub Metropolitan City,11
1130114,Koshi,Sunsari,Dharan Sub Metropolitan City,14
1130119,Koshi,Sunsari,Dharan Sub Metropolitan City,19
1130507,Koshi,SUNSARI,Ramdhuni Municipality,7
1130506,Koshi,SUNSARI,Ramdhuni Municipality,6
1130503,Koshi,SUNSARI,Ramdhuni Municipality,3
1130702,Koshi,Sunsari,Duhabi Municipality,2
1130704,Koshi,Sunsari,Duhabi Municipality,4
1130712,Koshi,Sunsari,Duhabi Municipality,12
1130710,Koshi,Sunsari,Duhabi Municipality,10
1130711,Koshi,Sunsari,Duhabi Municipality,11
1130708,Koshi,Sunsari,Duhabi Municipality,8
1130707,Koshi,Sunsari,Duhabi Municipality,7
1130709,Koshi,Sunsari,Duhabi Municipality,9
1130705,Koshi,Sunsari,Duhabi Municipality,5
1130703,Koshi,Sunsari,Duhabi Municipality,3
1130201,Koshi,SUNSARI,Barahkshetra Municipality,1
1130202,Koshi,SUNSARI,Barahkshetra Municipality,2
1130803,Koshi,Sunsari,Gadhi Gaunpalika,3
1130804,Koshi,Sunsari,Gadhi Gaunpalika,4
1130801,Koshi,Sunsari,Gadhi Gaunpalika,1
1130805,Koshi,Sunsari,Gadhi Gaunpalika,5
1130806,Koshi,Sunsari,Gadhi Gaunpalika,6
1131005,Koshi,SUNSARI,Harinagar Rural Municipality,5
1131004,Koshi,Sunsari,Harinagar Rural Municipality,4
1131007,Koshi,Sunsari,Harinagar Rural Municipality,7
1131003,Koshi,Sunsari,Harinagar Rural Municipality,3
1130501,Province 1,Sunsari,Ramdhuni Municipality,1
1130502,Koshi,SUNSARI,Ramdhuni Municipality,2
1130500,Province No. 1,Sunsari ,Ramdhuni Municipality ,0
1130505,Koshi,SUNSARI,Ramdhuni Municipality,5
1130504,Koshi,SUNSARI,Ramdhuni Municipality,4
1130903,Koshi,Sunsari,INARUWA MUNICIPALITY,3
1130904,Koshi,Sunsari,INARUWA MUNICIPALITY,4
1130620,Koshi,Sunsari,Itahari Sub-metropolitan City,20
1130619,Koshi,Sunsari,Itahari Sub-metropolitan City,19
1130601,Koshi,Sunsari,Itahari Sub-metropolitan City,1
1130606,Koshi,Sunsari,Itahari Sub-metropolitan City,6
1130609,Koshi,Sunsari,Itahari Sub-metropolitan City,9
1130604,Koshi,Sunsari,Itahari Sub-metropolitan City,4
1130618,Koshi,Sunsari,Itahari Sub-metropolitan City,18
1130617,Koshi,Sunsari,Itahari Sub-metropolitan City,17
1130605,Koshi,Sunsari,Itahari Sub-metropolitan City,5
1130603,Koshi,Sunsari,Itahari Sub-metropolitan City,3
1130612,Koshi,Sunsari,Itahari Sub-metropolitan City,12
1130303,Koshi,Sunsari,Koshi Rural Municipality,3
1130304,Koshi,Sunsari,Koshi Rural Municipality,4
1130301,Koshi,Sunsari,Koshi Rural Municipality,1
1130306,Koshi,Sunsari,Koshi Rural Municipality,6
1130302,Koshi,Sunsari,Koshi Rural Municipality,2
1130307,Koshi,Sunsari,Koshi Rural Municipality,7
1130308,Koshi,Sunsari,Koshi Rural Municipality,8
1130402,Koshi,SUNSARI,Bhokraha Narsing Rural Municipality,2
1130403,Koshi,SUNSARI,Bhokraha Narsing Rural Municipality,3
1130401,Koshi,SUNSARI,Bhokraha Narsing Rural Municipality,1
1130405,Province 1,Sunsari,Bhokraha Narsing Rural Municipality,5
1130509,Koshi,Sunsari,Ramdhuni Municipality,9
1130907,Koshi,SUNSARI,Inaruwa Municipality,7
1130906,Province 1,Sunsari,Inaruwa Municipality,6
1130107,Province 1,Sunsari,Dharan Sub Metropolitan City,7
1130123,Province 1,Sunsari,Dharan Sub Metropolitan City,23
1131006,Koshi,SUNSARI,Harinagar Rural Municipality,6
1130701,Koshi,SUNSARI,Duhabi Municipality,1
1130706,Koshi,SUNSARI,Duhabi Municipality,6
1130908,Koshi,SUNSARI,Inaruwa Municipality,8
1130508,Province 1,Sunsari,Ramdhuni Municipality,8
1131001,Koshi,SUNSARI,Harinagar Rural Municipality,1
1130910,Province 1,Sunsari,Inaruwa Municipality,10
1130900,Koshi,SUNSARI,Inaruwa Municipality,0
1130610,Koshi,SUNSARI,Itahari Sub Metropolitan City,10
1130613,Province 1,Sunsari,Itahari Sub Metropolitan City,13
1130600,Province 1,Sunsari,Itahari Sub Metropolitan City,0
1130611,Koshi,SUNSARI,Itahari Sub Metropolitan City,11
1130305,Province No. 1,Sunsari ,Koshi Gaunpalika ,5
1130808,Province 1,Sunsari,Gadhi Rural Municipality,8
1130212,Koshi,SUNSARI,Barahkshetra Municipality,12
1130206,Koshi,SUNSARI,Barahkshetra Municipality,6
1130408,Koshi,SUNSARI,Bhokraha Narsing Rural Municipality,8
1130407,Koshi,SUNSARI,Bhokraha Narsing Rural Municipality,7
1131202,Koshi,SUNSARI,Barju Rural Municipality,2
1131209,Koshi,SUNSARI,Barju Rural Municipality,9
1131002,Koshi,SUNSARI,Harinagar Rural Municipality,2
1131009,Koshi,SUNSARI,Harinagar Rural Municipality,9
1131000,Province No. 1,Sunsari ,Harinagara Gaunpalika ,0
1130504,Koshi,SUNSARI,Ramdhuni Municipality,4
1130700,Koshi,SUNSARI,Duhabi Municipality,0
6070204,Karnali,JAJARKOT,Kuse Rural Municipality,4
6070203,Karnali,JAJARKOT,Kuse Rural Municipality,3
6070209,Karnali Province,Jajarkot ,Kuse Gaunpalika ,9
6070208,Karnali,JAJARKOT,Kuse Rural Municipality,8
6070106,Karnali,Jajarkot,Barekot Gaunpalika,6
6070101,Karnali,Jajarkot,Barekot Gaunpalika,1
6070109,Karnali,Jajarkot,Barekot Gaunpalika,9
6070108,Karnali,Jajarkot,Barekot Gaunpalika,8
6070107,Karnali,Jajarkot,Barekot Gaunpalika,7
6070104,Karnali,Jajarkot,Barekot Gaunpalika,4
6070103,Karnali,Jajarkot,Barekot Gaunpalika,3
6070712,Karnali,JAJARKOT,Nalagad Municipality,12
6070713,Karnali,JAJARKOT,Nalagad Municipality,13
6070602,Karnali,Jajarkot,Bheri Nagarpalika,2
6070603,Karnali,Jajarkot,Bheri Nagarpalika,3
6070609,Karnali,Jajarkot,Bheri Nagarpalika,9
6070607,Karnali,Jajarkot,Bheri Nagarpalika,7
6070601,Karnali,Jajarkot,Bheri Nagarpalika,1
6070605,Karnali,Jajarkot,Bheri Nagarpalika,5
6070606,Karnali,Jajarkot,Bheri Nagarpalika,6
6070608,Karnali,Jajarkot,Bheri Nagarpalika,8
6070604,Karnali,Jajarkot,Bheri Nagarpalika,4
6070610,Karnali,Jajarkot,Bheri Nagarpalika,10
6070612,Karnali,Jajarkot,Bheri Nagarpalika,12
6070613,Karnali,Jajarkot,Bheri Nagarpalika,13
6070611,Karnali,Jajarkot,Bheri Nagarpalika,11
6070405,Karnali,Jajarkot,Chhedagad Nagarpalika,5
6070403,Karnali,Jajarkot,Chhedagad Nagarpalika,3
6070411,Karnali,Jajarkot,Chhedagad Nagarpalika,11
6070410,Karnali,Jajarkot,Chhedagad Nagarpalika,10
6070413,Karnali,Jajarkot,Chhedagad Nagarpalika,13
6070412,Karnali,Jajarkot,Chhedagad Nagarpalika,12
6070401,Karnali,Jajarkot,Chhedagad Nagarpalika,1
6070402,Karnali,Jajarkot,Chhedagad Nagarpalika,2
6070406,Karnali,Jajarkot,Chhedagad Nagarpalika,6
6070407,Karnali,Jajarkot,Chhedagad Nagarpalika,7
6070409,Karnali,Jajarkot,Chhedagad Nagarpalika,9
6070408,Karnali,Jajarkot,Chhedagad Nagarpalika,8
6070404,Karnali,Jajarkot,Chhedagad Nagarpalika,4
6070307,Karnali,JAJARKOT,Junichande Rural Municipality,7
6070309,Karnali,JAJARKOT,Junichande Rural Municipality,9
6070308,Karnali,JAJARKOT,Junichande Rural Municipality,8
6070300,Karnali,JAJARKOT,Junichande Rural Municipality,0
6070302,Karnali,Jajarkot,Junichande Gaunpalika,2
6070304,Karnali,Jajarkot,Junichande Gaunpalika,4
6070311,Karnali,Jajarkot,Junichande Gaunpalika,11
6070310,Karnali,Jajarkot,Junichande Gaunpalika,10
6070301,Karnali,Jajarkot,Junichande Gaunpalika,1
6070305,Karnali,Jajarkot,Junichande Gaunpalika,5
6070303,Karnali,Jajarkot,Junichande Gaunpalika,3
6070306,Karnali,Jajarkot,Junichande Gaunpalika,6
6070701,Karnali,JAJARKOT,Nalagad Municipality,1
6070702,Karnali,JAJARKOT,Nalagad Municipality,2
6070703,Karnali,JAJARKOT,Nalagad Municipality,3
6070205,Karnali,Jajarkot,Kuse Gaunpalika,5
6070202,Karnali,Jajarkot,Kuse Gaunpalika,2
6070201,Karnali,Jajarkot,Kuse Gaunpalika,1
6070206,Karnali,Jajarkot,Kuse Gaunpalika,6
6070507,Karnali,Jajarkot,Shibalaya Rural Municipality,7
6070508,Karnali,Jajarkot,Shibalaya Rural Municipality,8
6070509,Karnali,Jajarkot,Shibalaya Rural Municipality,9
6070503,Karnali,Jajarkot,Shibalaya Rural Municipality,3
6070502,Karnali,Jajarkot,Shibalaya Rural Municipality,2
6070501,Karnali,Jajarkot,Shibalaya Rural Municipality,1
6070506,Karnali,Jajarkot,Shibalaya Rural Municipality,6
6070505,Karnali,Jajarkot,Shibalaya Rural Municipality,5
6070504,Karnali,Jajarkot,Shibalaya Rural Municipality,4
6070207,Karnali,JAJARKOT,Kuse Rural Municipality,7
6070704,Karnali,Jajarkot,Nalagad Nagarpalika,4
6070705,Karnali,Jajarkot,Nalagad Nagarpalika,5
6070709,Karnali,Jajarkot,Nalagad Nagarpalika,9
6070708,Karnali,Jajarkot,Nalagad Nagarpalika,8
6070707,Karnali,Jajarkot,Nalagad Nagarpalika,7
6070706,Karnali,Jajarkot,Nalagad Nagarpalika,6
6070711,Karnali,Jajarkot,Nalagad Nagarpalika,11
6070710,Karnali,Jajarkot,Nalagad Nagarpalika,10
6070500,Karnali,JAJARKOT,Shibalaya Rural Municipality,0
6070600,Karnali Province,Jajarkot,Bheri Municipality,0
6070700,Karnali Province,Jajarkot,Nalagad Municipality,0
6070105,Karnali,Jajarkot,Barekot Rural Municipality,5
6070400,Karnali,JAJARKOT,Chhedagad Municipality,0
6070102,Karnali,JAJARKOT,Barekot Rural Municipality,2
6010205,Karnali,DOLPA,Shey Phoksundo Rural Municipality,5
6010207,Karnali,DOLPA,Shey Phoksundo Rural Municipality,7
6010808,Karnali,Dolpa,Chharka Tangsong Gaunpalika,8
6010804,Karnali,Dolpa,Chharka Tangsong Gaunpalika,4
6010805,Karnali,Dolpa,Chharka Tangsong Gaunpalika,5
6010807,Karnali,Dolpa,Chharka Tangsong Gaunpalika,7
6010801,Karnali,Dolpa,Chharka Tangsong Rural Municipality,1
6010803,Karnali,DOLPA,Chharka Tangsong Rural Municipality,3
6010108,Karnali,Dolpa,Dolpo Buddha Gaunpalika,8
6010103,Karnali,Dolpa,Dolpo Buddha Gaunpalika,3
6010306,Karnali,Dolpa,Jagadulla Gaunpalika,6
6010309,Karnali,Dolpa,Jagadulla Gaunpalika,9
6010305,Karnali,Dolpa,Jagadulla Gaunpalika,5
6010301,Karnali,Dolpa,Jagadulla Gaunpalika,1
6010604,Karnali,DOLPA,Thuli Bheri Municipality,4
6010609,Karnali,DOLPA,Thuli Bheri Municipality,9
6010602,Karnali,DOLPA,Thuli Bheri Municipality,2
6010603,Karnali,DOLPA,Thuli Bheri Municipality,3
6010601,Karnali,DOLPA,Thuli Bheri Municipality,1
6010600,Karnali,DOLPA,Thuli Bheri Municipality,0
6010701,Karnali,Dolpa,Kaike Gaunpalika,1
6010707,Karnali,Dolpa,Kaike Gaunpalika,7
6010708,Karnali,Dolpa,Kaike Gaunpalika,8
6010705,Karnali,Dolpa,Kaike Gaunpalika,5
6010703,Karnali,Dolpa,Kaike Gaunpalika,3
6010702,Karnali,Dolpa,Kaike Gaunpalika,2
6010704,Karnali,Dolpa,Kaike Gaunpalika,4
6010706,Karnali,Dolpa,Kaike Gaunpalika,6
6010608,Karnali,DOLPA,Thuli Bheri Municipality,8
6010607,Karnali,DOLPA,Thuli Bheri Municipality,7
6010409,Karnali,Dolpa,Mudkechula Gaunpalika,9
6010401,Karnali,Dolpa,Mudkechula Gaunpalika,1
6010303,Karnali,DOLPA,Jagadulla Rural Municipality,3
6010302,Karnali,DOLPA,Jagadulla Rural Municipality,2
6010204,Karnali,Dolpa,Shey Phoksundo Gaunpalika,4
6010201,Karnali,Dolpa,Shey Phoksundo Gaunpalika,1
6010203,Karnali,Dolpa,Shey Phoksundo Gaunpalika,3
6010208,Karnali,Dolpa,Shey Phoksundo Gaunpalika,8
6010403,Karnali,DOLPA,Mudkechula Rural Municipality,3
6010402,Karnali,DOLPA,Mudkechula Rural Municipality,2
6010408,Karnali,Dolpa,Mudkechula Rural Municipality,8
6010407,Karnali,DOLPA,Mudkechula Rural Municipality,7
6010406,Karnali,DOLPA,Mudkechula Rural Municipality,6
6010606,Karnali,Dolpa,Thuli Bheri Nagarpalika,6
6010605,Karnali,Dolpa,Thuli Bheri Nagarpalika,5
6010508,Karnali,Dolpa,Tripurasundari Nagarpalika,8
6010509,Karnali,DOLPA,Tripurasundari Municipality,9
6010504,Karnali,DOLPA,Tripurasundari Municipality,4
6010506,Karnali,DOLPA,Tripurasundari Municipality,6
6010502,Karnali,DOLPA,Tripurasundari Municipality,2
6010511,Karnali,DOLPA,Tripurasundari Municipality,11
6010507,Karnali,DOLPA,Tripurasundari Municipality,7
6010510,Karnali,DOLPA,Tripurasundari Municipality,10
6010806,Karnali,Dolpa,Chharka Tangsong Rural Municipality,6
6010405,Karnali,DOLPA,Mudkechula Rural Municipality,5
6010404,Karnali,DOLPA,Mudkechula Rural Municipality,4
6010610,Karnali,DOLPA,Thuli Bheri Municipality,10
6010611,Karnali,DOLPA,Thuli Bheri Municipality,11
6010304,Karnali,DOLPA,Jagadulla Rural Municipality,4
6010202,Karnali,DOLPA,Shey Phoksundo Rural Municipality,2
6010200,Karnali,DOLPA,Shey Phoksundo Rural Municipality,0
6010503,Karnali,DOLPA,Tripurasundari Municipality,3
6010106,Karnali,Dolpa,Dolpo Buddha Rural Municipality,6
6010501,Karnali,DOLPA,Tripurasundari Municipality,1
6040801,Karnali Province,Jumla ,Hima Gaunpalika ,1
6040803,Karnali,JUMLA,Hima Rural Municipality,3
6040802,Karnali,JUMLA,Hima Rural Municipality,2
6040405,Karnali,Jumla,Chandannath Nagarpalika,5
6040205,Karnali,JUMLA,Kanakasundari Rural Municipality,5
6040203,Karnali,JUMLA,Kanakasundari Rural Municipality,3
6040206,Karnali Province,Jumla,Kanakasundari Rural Municipality,6
6040209,Karnali Province,Jumla,Kanakasundari Rural Municipality,9
6040201,Karnali,JUMLA,Kanakasundari Rural Municipality,1
6040204,Karnali,JUMLA,Kanakasundari Rural Municipality,4
6040806,Karnali,Jumla,Hima Gaunpalika,6
6040805,Karnali,Jumla,Hima Gaunpalika,5
6040401,Karnali,JUMLA,Chandannath Municipality,1
6040402,Karnali,JUMLA,Chandannath Municipality,2
6040404,Karnali,JUMLA,Chandannath Municipality,4
6040408,Karnali,Jumla,Chandannath Municipality,8
6040406,Karnali,JUMLA,Chandannath Municipality,6
6040407,Karnali,JUMLA,Chandannath Municipality,7
6040410,Karnali,JUMLA,Chandannath Municipality,10
6040403,Karnali,JUMLA,Chandannath Municipality,3
6040400,Karnali,JUMLA,Chandannath Municipality,0
6040409,Karnali,JUMLA,Chandannath Municipality,9
6040202,Karnali,Jumla,Kanakasundari Gaunpalika,2
6040101,Karnali,JUMLA,Patrasi Rural Municipality,1
6040102,Karnali,Jumla,Patrasi Rural Municipality,2
6040103,Karnali,Jumla,Patrasi Rural Municipality,3
6040100,Karnali,Jumla,Patrasi Gaunpalika,0
6040104,Karnali,Jumla,Patrasi Gaunpalika,4
6040105,Karnali,Jumla,Patrasi Gaunpalika,5
6040505,Karnali,JUMLA,Guthichaur Rural Municipality,5
6040302,Karnali,Jumla,Sinja Gaunpalika,2
6040303,Karnali,Jumla,Sinja Gaunpalika,3
6040306,Karnali,Jumla,Sinja Gaunpalika,6
6040305,Karnali,Jumla,Sinja Gaunpalika,5
6040304,Karnali,Jumla,Sinja Gaunpalika,4
6040301,Karnali,JUMLA,Sinja Rural Municipality,1
6040602,Karnali,Jumla,Tatopani Gaunpalika,2
6040604,Karnali,Jumla,Tatopani Gaunpalika,4
6040606,Karnali,Jumla,Tatopani Gaunpalika,6
6040605,Karnali,Jumla,Tatopani Gaunpalika,5
6040607,Karnali,Jumla,Tatopani Gaunpalika,7
6040608,Karnali,Jumla,Tatopani Gaunpalika,8
6040601,Karnali,Jumla,Tatopani Gaunpalika,1
6040603,Karnali,Jumla,Tatopani Gaunpalika,3
6040109,Karnali Province,Jumla,Patrasi Rural Municipality,9
6040108,Karnali Province,Jumla ,Patrasi Gaunpalika ,8
6040106,Karnali,Jumla,Patrasi Rural Municipality,6
6040704,Karnali,Jumla,Tila Gaunpalika,4
6040709,Karnali,Jumla,Tila Gaunpalika,9
6040504,Karnali,JUMLA,Guthichaur Rural Municipality,4
6040503,Karnali,JUMLA,Guthichaur Rural Municipality,3
6040707,Karnali,JUMLA,Tila Rural Municipality,7
6040706,Karnali,JUMLA,Tila Rural Municipality,6
6040700,Karnali,JUMLA,Tila Rural Municipality,0
6040502,Karnali,JUMLA,Guthichaur Rural Municipality,2
6040501,Karnali,JUMLA,Guthichaur Rural Municipality,1
6040506,Karnali,JUMLA,Guthichaur Rural Municipality,6
6040804,Karnali,JUMLA,Hima Rural Municipality,4
6040800,Karnali,JUMLA,Hima Rural Municipality,0
6040207,Karnali,JUMLA,Kanakasundari Rural Municipality,7
6040705,Karnali,JUMLA,Tila Rural Municipality,5
6040703,Karnali,JUMLA,Tila Rural Municipality,3
6040701,Karnali,JUMLA,Tila Rural Municipality,1
6040702,Karnali,JUMLA,Tila Rural Municipality,2
6040807,Karnali,JUMLA,Hima Rural Municipality,7
6040208,Karnali,JUMLA,Kanakasundari Rural Municipality,8
6040708,Karnali,JUMLA,Tila Rural Municipality,8
6040107,Karnali,JUMLA,Patrasi Rural Municipality,7
6040300,Karnali,Jumla,Sinja Gaunpalika,0
6050611,Karnali,KALIKOT,Khandachakra Municipality,11
6050201,Karnali,KALIKOT,Pachaljharana Rural Municipality,1
6050202,Karnali,KALIKOT,Pachaljharana Rural Municipality,2
6050209,Karnali,KALIKOT,Pachaljharana Rural Municipality,9
6050207,Karnali,KALIKOT,Pachaljharana Rural Municipality,7
6050204,Karnali,KALIKOT,Pachaljharana Rural Municipality,4
6050203,Karnali,Kalikot,Pachaljharana Rural Municipality,3
6050205,Karnali,KALIKOT,Pachaljharana Rural Municipality,5
6050909,Karnali,Kalikot,Shubhakalika Gaunpalika,9
6050907,Karnali,Kalikot,Shubhakalika Gaunpalika,7
6050905,Karnali,Kalikot,Shubhakalika Gaunpalika,5
6050902,Karnali,Kalikot,Shubhakalika Gaunpalika,2
6050901,Karnali,Kalikot,Shubhakalika Gaunpalika,1
6050904,Karnali,Kalikot,Shubhakalika Gaunpalika,4
6050908,Karnali,Kalikot,Shubhakalika Gaunpalika,8
6050903,Karnali,Kalikot,Shubhakalika Gaunpalika,3
6050602,Karnali,KALIKOT,Khandachakra Municipality,2
6050601,Karnali,Kalikot,Khandachakra Nagarpalika,1
6050608,Karnali,Kalikot,Khandachakra Nagarpalika,8
6050605,Karnali,Kalikot,Khandachakra Nagarpalika,5
6050606,Karnali,Kalikot,Khandachakra Nagarpalika,6
6050607,Karnali,Kalikot,Khandachakra Nagarpalika,7
6050604,Karnali,Kalikot,Khandachakra Nagarpalika,4
6050609,Karnali,Kalikot,Khandachakra Nagarpalika,9
6050603,Karnali,Kalikot,Khandachakra Nagarpalika,3
6050707,Karnali,KALIKOT,Tilagupha Municipality,7
6050708,Karnali,KALIKOT,Tilagupha Municipality,8
6050806,Karnali,Kalikot,Mahawai Gaunpalika,6
6050809,Karnali,Kalikot,Mahawai Gaunpalika,9
6050808,Karnali,Kalikot,Mahawai Gaunpalika,8
