loc_id,province,district,local_level,ward_no
3041309,Bagmati Province,Dhading,Dhunibesi Municipality,9
3041307,Bagmati,Dhading,Dhunibesi Nagarpalika,7
3040201,Bagmati,DHADING,Khaniyabash Rural Municipality,1
3040202,Bagmati,DHADING,Khaniyabash Rural Municipality,2
3040910,Bagmati,DHADING,Benighat Rorang Rural Municipality,10
3040611,Bagmati,DHADING,Neelakantha Municipality,11
3040610,Bagmati,DHADING,Neelakantha Municipality,10
3041102,Bagmati,DHADING,Galchhi Rural Municipality,2
3041103,Bagmati,Dhading,Galchi Rural Municipality,3
3041101,Bagmati,DHADING,Galchhi Rural Municipality,1
1100604,Koshi,ILAM,Mangsebung Rural Municipality,4
1100603,Province 1,Ilam,Mangsebung Rural Municipality,3
1100606,Koshi,ILAM,Mangsebung Rural Municipality,6
1100605,Koshi,ILAM,Mangsebung Rural Municipality,5
1100403,Koshi,Ilam,Deumai Nagarpalika,3
3040507,Bagmati Province,Dhading,Netrawati Dabjong Rural Municipality,7
3041210,Bagmati,DHADING,Thakre Rural Municipality,10
3041209,Bagmati,DHADING,Thakre Rural Municipality,9
3040601,Bagmati,DHADING,Neelakantha Municipality,1
3040605,Bagmati,Dhading,Nilkantha Municipality,5
3041007,Bagmati,DHADING,Gajuri Rural Municipality,7
3041004,Bagmati,DHADING,Gajuri Rural Municipality,4
3040805,Bagmati,DHADING,Siddhalek Rural Municipality,5
3040806,Bagmati,DHADING,Siddhalek Rural Municipality,6
3040807,Bagmati,DHADING,Siddhalek Rural Municipality,7
3040105,Bagmati,DHADING,Rubi Valley Rural Municipality,5
3040106,Bagmati,DHADING,Rubi Valley Rural Municipality,6
3040703,Bagmati,Dhading,Jwalamukhi Rural Municipality,3
3040501,Bagmati,DHADING,Netrawati Dabjong Rural Municipality,1
3040502,Bagmati,DHADING,Netrawati Dabjong Rural Municipality,2
1100301,Koshi,ILAM,Ilam Municipality,1
1100304,Koshi,ILAM,Ilam Municipality,4
1100305,Koshi,ILAM,Ilam Municipality,5
3040409,Bagmati,DHADING,Tripura sundari Rural Municipality,9
3040403,Bagmati,DHADING,Tripura sundari Rural Municipality,3
3040600,Bagmati,Dhading,Neelakantha Municipality,0
3040609,Bagmati,DHADING,Neelakantha Municipality,9
3040608,Bagmati Province,Dhading,Nilkantha Municipality,8
3040801,Bagmati,DHADING,Siddhalek Rural Municipality,1
3040808,Bagmati Province,Dhading,Siddhalek Rural Municipality,8
3041306,Bagmati,DHADING,Dhunibeshi Municipality,6
3041308,Bagmati,DHADING,Dhunibeshi Municipality,8
3040604,Bagmati,DHADING,Neelakantha Municipality,4
3040602,Bagmati,DHADING,Neelakantha Municipality,2
3040305,Bagmati,DHADING,Gangjamuna Rural Municipality,5
3040300,Bagmati,DHADING,Gangjamuna Rural Municipality,0
3041005,Bagmati,DHADING,Gajuri Rural Municipality,5
3041006,Bagmati,DHADING,Gajuri Rural Municipality,6
3040804,Bagmati,DHADING,Siddhalek Rural Municipality,4
3040803,Bagmati,DHADING,Siddhalek Rural Municipality,3
1100506,Koshi,ILAM,Phakphokthum Rural Municipality,6
1100401,Koshi,ILAM,Deumai Municipality,1
1100402,Koshi,ILAM,Deumai Municipality,2
1100507,Koshi,ILAM,Phakphokthum Rural Municipality,7
1100309,Koshi,Ilam,Ilam Municipality,9
3040402,Bagmati,DHADING,Tripura sundari Rural Municipality,2
3040613,Bagmati,DHADING,Neelakantha Municipality,13
3040612,Bagmati,DHADING,Neelakantha Municipality,12
3040205,Bagmati,DHADING,Khaniyabash Rural Municipality,5
3040104,Bagmati,DHADING,Rubi Valley Rural Municipality,4
3040103,Bagmati,Dhading,Rubi Valley Rural Municipality,3
3040606,Bagmati,DHADING,Neelakantha Municipality,6
3041205,Bagmati,Dhading,Thakre Rural Municipality,5
3041207,Bagmati,DHADING,Thakre Rural Municipality,7
3041208,Bagmati,DHADING,Thakre Rural Municipality,8
3040102,Bagmati,Dhading,Rubi Valley Rural Municipality,2
3040101,Bagmati,DHADING,Rubi Valley Rural Municipality,1
3040407,Bagmati,DHADING,Tripura sundari Rural Municipality,7
3040408,Bagmati,DHADING,Tripura sundari Rural Municipality,8
1100810,Koshi,ILAM,Mai Municipality,10
1100809,Koshi,ILAM,Mai Municipality,9
1100702,Koshi,ILAM,Chulachuli Rural Municipality,2
1100703,Koshi,ILAM,Chulachuli Rural Municipality,3
1100701,Koshi,ILAM,Chulachuli Rural Municipality,1
1100705,Koshi,ILAM,Chulachuli Rural Municipality,5
1100101,Koshi,Ilam,Maijogmai Gaunpalika,1
1100803,Province 1,Ilam,Mai Municipality,3
1100801,Koshi,ILAM,Mai Municipality,1
1100802,Province 1,Ilam,Mai Municipality,2
1100804,Koshi,ILAM,Mai Municipality,4
1100808,Province 1,Ilam,Mai Municipality,8
1100805,Koshi,ILAM,Mai Municipality,5
1100806,Koshi,ILAM,Mai Municipality,6
1100405,Koshi,ILAM,Deumai Municipality,5
1100404,Koshi,ILAM,Deumai Municipality,4
1100602,Province 1,Ilam,Mangsebung Rural Municipality,2
1100609,Province 1,Ilam,Mangsebung Rural Municipality,9
1100505,Province 1,Ilam,Phakphokthum Rural Municipality,5
1100901,Koshi,Ilam,SURYODAYA MUNICIPALITY,1
1100903,Koshi,Ilam,SURYODAYA MUNICIPALITY,3
1100902,Koshi,Ilam,SURYODAYA MUNICIPALITY,2
1101003,Koshi,ILAM,Rong Rural Municipality,3
1101005,Koshi,ILAM,Rong Rural Municipality,5
1101004,Province 1,Ilam,Rong Rural Municipality,4
1100601,Koshi,ILAM,Mangsebung Rural Municipality,1
1100310,Koshi,ILAM,Ilam Municipality,10
1100306,Province 1,Ilam,Ilam Municipality,6
1100301,Province 1,Ilam,Ilam Municipality,1
1100307,Koshi,ILAM,Ilam Municipality,7
1100302,Province 1,Ilam,Ilam Municipality,2
1100308,Koshi,ILAM,Ilam Municipality,8
1100300,Koshi,Ilam,Ilam Municipality,0
1100205,Koshi,ILAM,Sandakpur Rural Municipality,5
1100209,Koshi,ILAM,Sandakpur Rural Municipality,9
1100202,Koshi,ILAM,Sandakpur Rural Municipality,2
1101006,Koshi,ILAM,Rong Rural Municipality,6
1100408,Koshi,ILAM,Deumai Municipality,8
1100409,Koshi,ILAM,Deumai Municipality,9
1100104,Province 1,Ilam,Maijogmai Rural Municipality,4
1100102,Koshi,ILAM,Maijogmai Rural Municipality,2
1100105,Koshi,ILAM,Maijogmai Rural Municipality,5
1100107,Koshi,ILAM,Maijogmai Rural Municipality,7
1100906,Province 1,Ilam,Suryodaya Municipality,6
1100907,Koshi,ILAM,Suryodaya Municipality,7
1100908,Koshi,ILAM,Suryodaya Municipality,8
1101001,Koshi,ILAM,Rong Rural Municipality,1
1101009,Koshi,ILAM,Rong Rural Municipality,9
1100914,Province 1,Ilam,Suryodaya Municipality,14
1100913,Koshi,ILAM,Suryodaya Municipality,13
1100904,Province 1,Ilam,Suryodaya Municipality,4
1100502,Koshi,ILAM,Phakphokthum Rural Municipality,2
1100208,Province 1,Ilam,Sandakpur Rural Municipality,8
1100204,Koshi,ILAM,Sandakpur Rural Municipality,4
1100206,Province 1,Ilam,Sandakpur Rural Municipality,6
1100807,Koshi,ILAM,Mai Municipality,7
1100203,Koshi,ILAM,Sandakpur Rural Municipality,3
1100207,Koshi,ILAM,Sandakpur Rural Municipality,7
1100103,Province 1,Ilam,Maijogmai Rural Municipality,3
1100109,Province 1,Ilam,Maijogmai Rural Municipality,9
1100106,Koshi,ILAM,Maijogmai Rural Municipality,6
1100911,Koshi,ILAM,Suryodaya Municipality,11
1100912,Koshi,ILAM,Suryodaya Municipality,12
1100909,Koshi,ILAM,Suryodaya Municipality,9
1100504,Koshi,ILAM,Phakphokthum Rural Municipality,4
1100910,Koshi,ILAM,Suryodaya Municipality,10
1100900,Koshi,Ilam,SURYODAYA MUNICIPALITY,0
1100508,Koshi,ILAM,Phakphokthum Rural Municipality,8
1100303,Koshi,ILAM,Ilam Municipality,3
1100706,Koshi,ILAM,Chulachuli Rural Municipality,6
1100708,Koshi,ILAM,Chulachuli Rural Municipality,8
1100905,Koshi,ILAM,Suryodaya Municipality,5
1100312,Koshi,ILAM,Ilam Municipality,12
1100406,Koshi,ILAM,Deumai Municipality,6
1101002,Koshi,ILAM,Rong Rural Municipality,2
1100407,Koshi,ILAM,Deumai Municipality,7
1100311,Koshi,ILAM,Ilam Municipality,11
3120208,Bagmati,MAKWANPUR,Thaha Municipality,8
3120207,Bagmati,MAKWANPUR,Thaha Municipality,7
3120806,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,6
3120802,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,2
3120801,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,1
3120804,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,4
3120805,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,5
3120206,Bagmati,Makwanpur,Thaha Municipality,6
3120205,Bagmati,MAKWANPUR,Thaha Municipality,5
3120201,Bagmati,MAKWANPUR,Thaha Municipality,1
3120601,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,1
3120606,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,6
3120619,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,19
3120603,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,3
3120602,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,2
3120604,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,4
3120616,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,16
3120609,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,9
3120610,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,10
3120605,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,5
3120611,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,11
3120618,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,18
3120617,Bagmati,Makwanpur,Hetauda Sub-Metropolitan City,17
3121009,Bagmati,MAKWANPUR,Bagmati Rural Municipality,9
3120104,Bagmati,Makwanpur,Indrasarowar Rural Municipality,4
3120702,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,2
3120701,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,1
3120708,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,8
3120307,Bagmati,MAKWANPUR,Kailash Rural Municipality,7
3120308,Province No. 3,Makwanpur ,Kailash Gaunpalika ,8
3120807,Bagmati,Makwanpur,Makawanpurgadhi Rural Municipality,7
3120705,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,5
3120706,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,6
3120507,Bagmati,Makwanpur,Manahari Gaunpalika,7
3120808,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,8
3120809,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,9
3120209,Bagmati,MAKWANPUR,Thaha Municipality,9
3120210,Bagmati,MAKWANPUR,Thaha Municipality,10
3120615,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,15
3120614,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,14
3120204,Bagmati,MAKWANPUR,Thaha Municipality,4
3120203,Bagmati,MAKWANPUR,Thaha Municipality,3
3120301,Bagmati,Makwanpur,Kailash Rural Municipality,1
3120302,Bagmati,MAKWANPUR,Kailash Rural Municipality,2
3120902,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,2
3120903,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,3
3120901,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,1
3120904,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,4
3120105,Bagmati,MAKWANPUR,Indrasarowar Rural Municipality,5
3121008,Bagmati,MAKWANPUR,Bagmati Rural Municipality,8
3121007,Bagmati,MAKWANPUR,Bagmati Rural Municipality,7
3121006,Bagmati,MAKWANPUR,Bagmati Rural Municipality,6
3121005,Bagmati,MAKWANPUR,Bagmati Rural Municipality,5
3121004,Bagmati,MAKWANPUR,Bagmati Rural Municipality,4
3120305,Bagmati,MAKWANPUR,Kailash Rural Municipality,5
3120303,Bagmati,MAKWANPUR,Kailash Rural Municipality,3
3120306,Bagmati Province,Makwanpur,Kailash Rural Municipality,6
3120503,Bagmati,MAKWANPUR,Manahari Rural Municipality,3
3120505,Bagmati,Makwanpur,Manahari Rural Municipality,5
3120501,Bagmati,MAKWANPUR,Manahari Rural Municipality,1
3120502,Bagmati,MAKWANPUR,Manahari Rural Municipality,2
3120504,Bagmati,Makwanpur,Manahari Rural Municipality,4
3120607,Bagmati,Makwanpur,Hetauda Sub Metropolitan City,7
3120608,Bagmati,Makwanpur,Hetauda Sub Metropolitan City,8
3120707,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,7
3120304,Bagmati,MAKWANPUR,Kailash Rural Municipality,4
3120408,Bagmati,MAKWANPUR,Raksirang Rural Municipality,8
3120406,Bagmati,MAKWANPUR,Raksirang Rural Municipality,6
3120407,Bagmati,MAKWANPUR,Raksirang Rural Municipality,7
3120404,Bagmati,MAKWANPUR,Raksirang Rural Municipality,4
3120401,Bagmati,MAKWANPUR,Raksirang Rural Municipality,1
3120409,Bagmati,MAKWANPUR,Raksirang Rural Municipality,9
3120102,Bagmati,MAKWANPUR,Indrasarowar Rural Municipality,2
3120803,Bagmati,MAKWANPUR,Makawanpurgadhi Rural Municipality,3
3120508,Bagmati,MAKWANPUR,Manahari Rural Municipality,8
3120506,Bagmati,MAKWANPUR,Manahari Rural Municipality,6
3120509,Bagmati,MAKWANPUR,Manahari Rural Municipality,9
3120910,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,10
3120101,Bagmati,MAKWANPUR,Indrasarowar Rural Municipality,1
3120310,Bagmati,MAKWANPUR,Kailash Rural Municipality,10
3120309,Bagmati,MAKWANPUR,Kailash Rural Municipality,9
3120709,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,9
3120704,Bagmati,Makwanpur,Bhimphedi Rural Municipality,4
3120703,Bagmati,MAKWANPUR,Bhimphedi Rural Municipality,3
3120612,Bagmati,MAKWANPUR,Hetauda Sub Metropolitan City,12
3120613,Bagmati,Makwanpur,Hetauda Sub Metropolitan City,13
3120202,Bagmati,Makwanpur,Thaha Municipality,2
3121003,Bagmati,MAKWANPUR,Bagmati Rural Municipality,3
3121002,Bagmati,MAKWANPUR,Bagmati Rural Municipality,2
3121001,Bagmati,MAKWANPUR,Bagmati Rural Municipality,1
3120402,Bagmati Province,Makwanpur,Raksirang Rural Municipality,2
3120405,Bagmati,MAKWANPUR,Raksirang Rural Municipality,5
3120403,Bagmati,MAKWANPUR,Raksirang Rural Municipality,3
3120909,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,9
3120908,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,8
3120906,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,6
3120905,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,5
3120907,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,7
3120103,Bagmati,MAKWANPUR,Indrasarowar Rural Municipality,3
3120912,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,12
3120911,Bagmati,MAKWANPUR,Bakaiya Rural Municipality,11
3120212,Bagmati,MAKWANPUR,Thaha Municipality,12
3120211,Bagmati,MAKWANPUR,Thaha Municipality,11
2061101,Madhesh,RAUTAHAT,Baudhimai Municipality,1
2061106,Madhesh,Rautahat,Baudhimai Nagarpalika,6
2061107,Madhesh,Rautahat,Baudhimai Nagarpalika,7
2061108,Madhesh,Rautahat,Baudhimai Nagarpalika,8
2061102,Madhesh,Rautahat,Baudhimai Nagarpalika,2
2061105,Madhesh,Rautahat,Baudhimai Nagarpalika,5
2061104,Madhesh,Rautahat,Baudhimai Nagarpalika,4
2061307,Madhesh,Rautahat,Rajpur Municipality,7
2060502,Madhesh,Rautahat,Brindawan Municipality,2
2060501,Madhesh,Rautahat,Brindawan Municipality,1
2060503,Madhesh,Rautahat,Brindawan Municipality,3
2060504,Madhesh,Rautahat,Brindawan Municipality,4
2060508,Madhesh,Rautahat,Brindawan Municipality,8
2061805,Madhesh,Rautahat,Ishanath Municipality,5
2061803,Madhesh,Rautahat,Ishanath Municipality,3
2061809,Madhesh,RAUTAHAT,Ishanath Municipality,9
2061802,Madhesh,RAUTAHAT,Ishanath Municipality,2
2061800,Madhesh,RAUTAHAT,Ishanath Municipality,0
2060104,Madhesh,Rautahat,Chandrapur Nagarpalika,4
2061804,Madhesh,RAUTAHAT,Ishanath Municipality,4
2061309,Province No. 2,Rautahat ,Rajpur Nagarpalika ,9
2060102,Madhesh,Rautahat,Chandrapur Nagarpalika,2
2060108,Madhesh,Rautahat,Chandrapur Nagarpalika,8
2061507,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,7
2061501,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,1
2061508,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,8
2061502,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,2
2060906,Madhesh,Rautahat,Debahi Gonahi Nagarpalika,6
2060907,Madhesh,Rautahat,Debahi Gonahi Nagarpalika,7
2060403,Madhesh Province,Rautahat,Katahariya Municipality,3
2060407,Madhesh,RAUTAHAT,Katahariya Municipality,7
2060406,Madhesh,Rautahat,Katahariya Municipality,6
2061504,Madhesh,Rautahat,Durga Bhagawati Gaunpalika,4
2060601,Madhesh,RAUTAHAT,Gadhimai Municipality,1
2060605,Madhesh,RAUTAHAT,Gadhimai Municipality,5
2060607,Madhesh,Rautahat,Gadhimai Nagarpalika,7
2060608,Madhesh,Rautahat,Gadhimai Nagarpalika,8
2060803,Madhesh,Rautahat,Garuda Nagarpalika,3
2060603,Madhesh,Rautahat,Gadhimai Nagarpalika,3
2061300,Madhesh,RAUTAHAT,Rajpur Municipality,0
2060805,Madhesh,Rautahat,Garuda Nagarpalika,5
2060801,Madhesh,Rautahat,Garuda Nagarpalika,1
2060808,Madhesh,Rautahat,Garuda Nagarpalika,8
2060802,Madhesh,Rautahat,Garuda Nagarpalika,2
2061801,Madhesh,Rautahat,Ishanath Municipality,1
2061705,Madhesh,Rautahat,Gaur Municipality,5
2061713,Madhesh,Rautahat,Gaur Municipality,13
2061707,Madhesh,Rautahat,Gaur Municipality,7
2061710,Madhesh,Rautahat,Gaur Municipality,10
2061703,Madhesh,Rautahat,Gaur Municipality,3
2060609,Madhesh,RAUTAHAT,Gadhimai Municipality,9
2060606,Madhesh,RAUTAHAT,Gadhimai Municipality,6
2060203,Madhesh,Rautahat,Gujara Nagarpalika,3
2060201,Madhesh,Rautahat,Gujara Nagarpalika,1
2060209,Madhesh,Rautahat,Gujara Nagarpalika,9
2061206,Madhesh,RAUTAHAT,Paroha Municipality,6
2061205,Madhesh,RAUTAHAT,Paroha Municipality,5
2061200,Madhesh,RAUTAHAT,Paroha Municipality,0
2061806,Madhesh,Rautahat,Ishanath Nagarpalika,6
2061807,Madhesh,Rautahat,Ishanath Nagarpalika,7
2061604,Madhesh,RAUTAHAT,Rajdevi Municipality,4
2061603,Madhesh,RAUTAHAT,Rajdevi Municipality,3
2060402,Madhesh,Rautahat,Katahariya Nagarpalika,2
2060409,Madhesh,Rautahat,Katahariya Nagarpalika,9
2060404,Madhesh,Rautahat,Katahariya Nagarpalika,4
2060405,Madhesh,Rautahat,Katahariya Nagarpalika,5
2060806,Madhesh,Rautahat,Garuda Municipality,6
2060705,Madhesh,Rautahat,Madav Narayan Municipality,5
2060701,Madhesh,Rautahat,Madav Narayan Municipality,1
2060704,Madhesh,Rautahat,Madav Narayan Municipality,4
2060707,Madhesh,Rautahat,Madav Narayan Municipality,7
2060703,Madhesh,Rautahat,Madav Narayan Municipality,3
2060708,Madhesh,Rautahat,Madav Narayan Municipality,8
2060706,Madhesh,Rautahat,Madav Narayan Municipality,6
2061006,Madhesh,Rautahat,Maulapur Nagarpalika,6
2061007,Madhesh,Rautahat,Maulapur Nagarpalika,7
2061001,Madhesh,Rautahat,Maulapur Nagarpalika,1
2061005,Madhesh,Rautahat,Maulapur Nagarpalika,5
2061008,Madhesh,Rautahat,Maulapur Nagarpalika,8
2061004,Madhesh,Rautahat,Maulapur Nagarpalika,4
2061402,Madhesh,RAUTAHAT,Yamunamai Rural Municipality,2
2061203,Madhesh,Rautahat,Paroha Nagarpalika,3
2061204,Madhesh,Rautahat,Paroha Nagarpalika,4
2061208,Madhesh,Rautahat,Paroha Nagarpalika,8
2061207,Madhesh,Rautahat,Paroha Nagarpalika,7
2061209,Madhesh,Rautahat,Paroha Nagarpalika,9
2060311,Madhesh,Rautahat,Phatuwa Bijayapur Nagarpalika,11
2060309,Madhesh,Rautahat,Phatuwa Bijayapur Nagarpalika,9
2060302,Madhesh,Rautahat,Phatuwa Bijayapur Nagarpalika,2
2060303,Madhesh,Rautahat,Phatuwa Bijayapur Nagarpalika,3
2061602,Madhesh,Rautahat,Rajdevi Municipality,2
2061606,Madhesh,Rautahat,Rajdevi Municipality,6
2061605,Madhesh,Rautahat,Rajdevi Municipality,5
2061609,Madhesh,Rautahat,Rajdevi Municipality,9
2061303,Madhesh,Rautahat,Rajpur Nagarpalika,3
2061401,Madhesh,Rautahat,Yamunamai Gaunpalika,1
2060106,Madhesh,RAUTAHAT,Chandrapur Municipality,6
2060105,Madhesh,RAUTAHAT,Chandrapur Municipality,5
2060107,Madhesh,RAUTAHAT,Chandrapur Municipality,7
2060103,Madhesh,RAUTAHAT,Chandrapur Municipality,3
2060100,Madhesh,RAUTAHAT,Chandrapur Municipality,0
2060904,Madhesh,RAUTAHAT,Dewahi Gonahi Municipality,4
2060903,Madhesh,RAUTAHAT,Dewahi Gonahi Municipality,3
2061724,Madhesh Province,Rautahat,Gaur Municipality,24
2060909,Madhesh,RAUTAHAT,Dewahi Gonahi Municipality,9
2060110,Madhesh,RAUTAHAT,Chandrapur Municipality,10
2060109,Madhesh,RAUTAHAT,Chandrapur Municipality,9
2061302,Madhesh,RAUTAHAT,Rajpur Municipality,2
2060310,Madhesh,RAUTAHAT,Phatuwa Bijayapur Municipality,10
2060307,Madhesh,RAUTAHAT,Phatuwa Bijayapur Municipality,7
2060306,Madhesh,RAUTAHAT,Phatuwa Bijayapur Municipality,6
2060300,Madhesh,RAUTAHAT,Phatuwa Bijayapur Municipality,0
2060509,Madhesh,RAUTAHAT,Brindaban Municipality,9
2060604,Madhesh,RAUTAHAT,Gadhimai Municipality,4
2061505,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,5
2061506,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,6
2060804,Madhesh,RAUTAHAT,Garuda Municipality,4
2060800,Madhesh,RAUTAHAT,Garuda Municipality,0
2061701,Madhesh,RAUTAHAT,Gaur Municipality,1
2061702,Madhesh,RAUTAHAT,Gaur Municipality,2
2061704,Madhesh,RAUTAHAT,Gaur Municipality,4
2061709,Madhesh,RAUTAHAT,Gaur Municipality,9
2061708,Madhesh,RAUTAHAT,Gaur Municipality,8
2061706,Madhesh,RAUTAHAT,Gaur Municipality,6
2061700,Madhesh Province,Rautahat,Gaur Municipality,0
2061406,Madhesh,RAUTAHAT,Yamunamai Rural Municipality,6
2061601,Madhesh,RAUTAHAT,Rajdevi Municipality,1
2061608,Madhesh,RAUTAHAT,Rajdevi Municipality,8
2061607,Madhesh,RAUTAHAT,Rajdevi Municipality,7
2060400,Madhesh Province,Rautahat,Katahariya Municipality,0
2061103,Madhesh,Rautahat,Baudhimai Municipality,3
2061808,Madhesh,RAUTAHAT,Ishanath Municipality,8
2060809,Madhesh,RAUTAHAT,Garuda Municipality,9
2061202,Madhesh,RAUTAHAT,Paroha Municipality,2
2061201,Madhesh,Rautahat,Paroha Nagarpalika,1
2060101,Madhesh,RAUTAHAT,Chandrapur Municipality,1
2060106,Madhesh,RAUTAHAT,Chandrapur Municipality,6
2060202,Madhesh,RAUTAHAT,Gujara Municipality,2
2060204,Madhesh,Rautahat,Gujara Municipality,4
2060207,Madhesh,Rautahat,Gujara Municipality,7
2060205,Madhesh,RAUTAHAT,Gujara Municipality,5
2060905,Madhesh,RAUTAHAT,Dewahi Gonahi Municipality,5
2060901,Madhesh,RAUTAHAT,Dewahi Gonahi Municipality,1
2060902,Madhesh,Rautahat,Debahi Gonahi Municipality,2
2060401,Madhesh,Rautahat,Katahariya Municipality,1
2060702,Madhesh,RAUTAHAT,Madhav Narayan Municipality,2
2060700,Madhesh Province,Rautahat,Madav Narayan Municipality,0
2060304,Madhesh,RAUTAHAT,Phatuwa Bijayapur Municipality,4
2060308,Madhesh,RAUTAHAT,Phatuwa Bijayapur Municipality,8
2061003,Madhesh Province,Rautahat,Maulapur Municipality,3
2060709,Madhesh,RAUTAHAT,Madhav Narayan Municipality,9
2061002,Madhesh,RAUTAHAT,Maulapur Municipality,2
2061503,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,3
2061509,Madhesh,RAUTAHAT,Durga Bhagawati Rural Municipality,9
2060408,Madhesh,RAUTAHAT,Katahariya Municipality,8
